marital,education,housing,loan,age,balance,duration
0,1,1,0,31,509,183
1,1,1,1,31,1138,254
1,2,1,0,29,727,87
1,0,1,0,59,1562,471
1,1,1,0,58,4717,135
1,1,1,1,42,215,158
2,1,1,0,38,904,361
1,2,1,0,34,1388,222
0,1,1,0,34,-476,92
0,2,1,1,56,6507,134
0,1,0,0,21,524,185
1,1,1,0,35,0,121
2,2,1,0,47,846,85
1,2,0,1,41,367,13
1,0,1,0,48,1001,422
1,2,1,0,34,46,39
1,2,0,0,37,549,239
0,2,0,0,26,77,175
1,1,1,0,33,1158,25
1,1,1,0,31,-329,119
1,0,0,0,75,962,344
1,2,0,0,55,10957,514
1,1,1,0,38,164,309
1,1,1,0,31,71,740
0,1,0,0,42,1601,23
1,2,1,0,40,1953,112
1,2,1,0,44,3091,331
1,1,1,0,34,243,507
1,1,1,0,43,6346,57
1,0,1,0,49,-98,182
1,1,1,0,40,1269,353
1,1,0,0,62,1495,265
0,1,0,0,44,1534,95
0,1,0,0,22,129,258
1,1,0,0,41,-1,140
1,2,0,0,40,409,111
1,1,0,1,45,507,304
0,1,0,0,25,801,255
0,1,1,0,39,2645,339
1,1,1,0,52,8979,72
2,0,0,0,59,195,366
1,1,1,1,37,5287,599
1,2,1,0,41,1495,210
1,1,0,1,46,-319,502
1,2,1,0,31,1010,385
1,2,0,0,45,3370,36
1,1,1,0,57,567,87
1,0,0,0,42,14752,107
2,1,1,0,40,991,316
0,1,0,0,36,0,85
1,1,0,1,32,-344,44
1,2,1,0,34,0,52
1,2,1,0,49,4976,36
1,1,1,0,32,1129,903
0,0,0,0,35,2040,258
1,2,0,0,35,5367,69
1,1,0,1,48,480,371
1,1,0,0,47,318,299
1,1,1,1,28,-247,121
1,0,1,0,40,352,258
1,2,1,1,46,1600,1244
2,2,0,0,31,297,127
0,1,1,1,32,-122,55
1,1,1,0,34,-85,129
1,2,1,0,28,1900,9
0,2,1,0,31,3967,859
0,2,1,0,27,0,89
0,1,0,0,21,215,382
0,2,1,0,31,253,82
1,2,1,0,50,0,243
0,1,0,0,28,1925,147
1,1,1,0,39,800,241
1,0,1,0,34,373,481
1,2,1,1,33,2441,257
1,0,1,0,48,231,752
1,1,0,1,50,1457,167
1,1,1,0,23,0,223
1,1,1,0,38,530,59
1,2,1,1,25,4923,266
0,2,1,0,32,849,289
0,1,1,0,21,1903,107
0,1,0,0,29,202,128
1,1,0,1,57,1275,377
1,1,1,0,45,96,348
0,1,0,0,31,2616,374
1,0,0,0,50,383,382
0,2,1,0,39,4239,40
1,0,1,1,33,359,130
1,1,0,0,53,4493,286
1,1,1,0,27,77,253
1,1,1,0,38,-32,154
1,0,1,0,49,0,286
2,1,1,0,45,0,1079
2,2,1,0,52,-309,500
0,1,0,0,33,22,76
1,1,1,0,31,1302,89
1,2,0,0,57,2266,306
1,1,1,0,31,-68,293
1,1,1,1,40,-605,79
1,1,0,1,51,1760,162
1,2,0,0,40,0,952
1,2,1,0,33,641,347
1,0,1,1,31,-423,135
1,1,1,1,36,80,234
1,1,0,0,47,912,1036
1,2,1,1,49,1167,213
0,1,0,1,31,-322,208
1,1,0,0,49,412,1293
1,1,1,0,43,372,162
0,1,0,0,24,501,121
1,1,1,0,45,3583,191
1,1,1,0,38,689,270
0,1,1,0,30,346,87
1,2,1,0,42,365,49
2,2,1,1,53,0,171
0,1,0,0,38,393,184
1,2,0,0,41,-29,41
1,2,0,0,55,6880,353
1,1,1,0,46,243,310
1,0,0,0,57,6900,159
2,2,0,0,43,123,279
2,1,1,0,41,271,196
1,1,1,0,49,27,63
2,2,0,1,60,1349,198
2,1,0,0,45,705,132
1,1,0,0,47,1303,68
0,1,0,0,39,2453,92
1,1,1,0,33,180,37
1,1,1,0,40,6695,297
2,2,0,0,67,361,411
1,1,0,0,49,3392,272
1,1,1,1,37,343,74
1,1,1,0,39,123,165
1,1,0,0,68,445,475
1,1,1,0,29,396,205
0,2,0,0,31,38279,225
1,2,0,0,53,404,329
0,2,0,0,28,187,206
2,1,0,1,27,2,472
1,1,0,0,31,1229,176
0,1,1,0,32,739,91
1,2,1,1,36,0,599
1,2,0,0,51,15904,504
1,1,1,0,44,13761,65
1,2,0,0,49,9824,69
1,2,0,0,46,2817,543
1,1,1,0,47,812,68
0,2,0,0,30,617,192
2,1,1,1,30,83,118
0,1,1,0,24,-203,465
0,1,1,0,33,0,174
2,1,1,0,43,177,209
0,2,0,0,28,3796,315
1,0,0,0,52,592,122
1,2,1,0,50,218,388
1,1,0,0,60,5207,160
0,1,0,0,30,1052,147
2,1,0,0,43,0,332
0,1,1,0,27,78,825
0,2,0,0,37,808,29
0,0,1,0,33,447,180
1,0,1,0,55,0,1303
0,2,0,0,47,512,98
2,2,1,0,38,-199,15
0,1,1,0,33,1746,152
1,2,0,0,53,18931,224
0,1,1,0,32,5,593
0,1,0,1,28,1166,177
1,1,1,0,39,3047,279
1,1,1,0,37,3420,77
0,1,1,0,35,538,313
1,1,1,1,30,-95,306
1,1,0,0,35,347,231
1,2,1,1,56,505,171
1,0,0,0,52,204,123
1,0,0,0,56,9367,271
1,0,0,0,46,67,9
1,0,1,0,60,170,338
1,0,1,0,39,2077,88
0,1,1,0,40,398,642
2,1,1,0,39,42,226
1,1,0,0,45,144,95
1,0,0,0,49,0,46
0,1,0,1,26,-168,246
0,1,1,0,40,556,234
2,2,1,0,37,481,97
1,0,1,0,38,4592,360
2,1,1,0,43,484,180
0,2,1,0,32,4,776
0,1,0,0,37,375,223
1,2,0,0,52,3163,56
1,2,0,0,66,908,156
1,0,1,0,38,489,218
0,1,0,0,26,96,606
0,1,1,0,32,4,233
2,2,0,0,31,756,355
1,1,0,0,58,544,97
2,0,0,0,76,3049,170
1,1,1,0,37,139,412
1,2,0,0,54,1624,166
0,2,0,0,30,1259,435
1,1,0,0,73,250,245
1,1,0,0,58,7560,364
1,2,0,0,57,473,295
0,1,1,0,60,646,649
1,1,0,1,52,2347,603
1,0,0,1,56,-346,84
0,2,0,0,43,946,40
0,1,0,0,30,281,105
1,1,1,0,41,639,1187
2,1,1,0,53,26,56
1,1,0,0,47,3478,13
1,2,1,0,35,1613,95
1,1,0,0,59,4322,174
1,2,0,0,52,2635,313
0,1,1,1,40,3,154
1,1,1,0,40,5811,172
0,0,1,0,38,-129,138
0,1,0,0,26,5829,41
1,1,0,1,48,8,46
2,2,0,1,35,473,37
0,2,0,0,37,410,542
0,2,0,1,25,-44,201
1,2,0,0,45,1529,160
0,2,0,0,35,2288,32
1,0,1,0,43,-59,205
0,2,1,0,30,3291,1218
1,2,1,0,27,9630,190
1,1,0,1,43,1996,34
0,1,0,0,34,-199,78
1,1,1,0,32,180,45
1,1,0,0,56,1316,76
0,1,1,0,42,568,311
0,1,0,1,30,9720,255
1,1,0,0,46,2420,405
2,2,1,0,45,839,340
0,2,0,0,45,451,881
1,2,1,0,40,-1212,1259
1,1,1,1,34,210,199
2,0,1,0,36,17,329
1,1,0,0,60,8332,279
0,1,0,0,30,-118,377
1,1,1,1,55,0,88
1,1,1,1,49,1127,162
1,2,0,0,53,193,521
0,2,1,0,30,216,182
0,1,1,0,33,434,351
2,2,1,0,39,6,139
1,2,1,1,35,0,135
1,1,1,1,43,323,43
1,1,1,0,41,750,207
1,1,0,0,48,844,12
1,1,0,0,46,2396,307
1,2,0,0,37,298,183
0,2,1,0,34,48,810
1,2,0,0,29,247,143
1,1,1,0,35,5310,97
0,1,1,0,36,1331,77
1,1,1,1,29,795,270
1,1,0,0,35,229,435
1,2,1,0,29,242,73
1,1,1,0,37,2848,280
0,2,0,0,42,10561,243
1,1,0,0,38,3598,154
2,2,0,1,26,-402,66
0,1,0,0,21,216,414
2,2,1,0,40,2611,637
1,2,1,1,46,529,208
1,1,1,0,43,953,765
1,2,0,0,42,757,154
1,0,1,0,26,500,21
2,2,0,0,54,0,276
1,1,1,0,31,335,226
1,1,1,0,31,10287,293
1,1,1,1,47,794,564
0,0,1,0,43,2,783
1,0,1,0,51,805,132
0,2,0,0,35,362,256
1,1,0,1,28,72,418
1,1,0,0,31,9911,604
1,2,0,0,40,0,6
1,2,0,0,51,-3,79
0,2,1,0,29,224,65
2,2,1,0,33,-386,530
1,1,1,0,36,746,581
2,2,1,0,59,3552,690
2,1,0,0,42,1858,61
0,1,1,0,36,129,200
1,1,0,0,56,1539,149
1,2,0,0,31,2166,577
0,2,0,0,41,6116,97
1,1,0,0,49,348,105
0,2,1,0,31,-282,131
0,1,0,0,30,925,240
1,1,0,0,52,7742,149
1,1,1,1,36,647,290
0,1,1,0,34,-369,353
0,2,1,0,46,1934,236
1,0,1,0,40,771,166
0,1,1,0,30,239,412
0,1,0,0,27,3792,504
1,0,1,0,35,1033,244
1,2,1,0,57,1832,131
0,0,0,0,21,1596,101
0,2,1,0,35,4,449
2,0,0,0,56,0,27
1,0,0,1,35,25,236
1,2,1,1,38,669,129
1,2,1,0,39,151,692
0,2,0,0,31,24,246
1,1,1,1,38,3840,62
2,0,0,0,55,0,90
1,0,0,0,56,1137,99
1,2,0,0,53,2578,958
1,1,1,0,45,1778,48
1,2,0,0,74,4912,129
1,0,0,0,59,2722,145
1,0,1,0,53,46,274
0,2,0,0,33,1909,191
0,1,0,0,24,23878,185
1,2,1,1,44,284,109
1,0,0,0,45,2388,317
1,1,0,0,47,523,7
2,1,1,0,30,1144,252
1,1,1,0,40,438,276
0,1,1,1,29,70,400
0,2,0,0,34,2283,790
0,1,0,0,43,747,685
1,1,0,0,35,0,64
1,2,1,0,30,102,470
0,2,0,0,30,1028,1294
0,2,1,0,28,0,767
1,2,0,0,43,6424,55
0,1,0,0,25,195,1339
1,2,1,0,39,1108,191
0,1,1,0,24,-192,125
1,1,1,1,37,507,157
1,1,1,0,33,1130,1063
1,1,0,0,60,0,280
1,1,1,0,54,1342,80
0,0,1,0,34,286,329
1,1,1,0,50,0,240
1,1,1,0,38,435,193
1,1,1,0,45,4060,238
1,1,1,0,50,841,54
1,0,1,0,34,6575,405
1,2,1,0,46,16,304
1,1,0,0,55,356,554
1,1,0,0,42,1002,109
0,2,0,0,42,100,64
1,1,1,0,37,7,224
0,1,0,0,58,2223,1139
0,1,1,0,34,1351,334
2,1,0,0,47,5735,282
0,2,0,0,30,697,215
1,1,1,0,56,530,51
1,1,0,0,36,4587,271
1,1,0,0,46,6913,781
0,2,1,0,34,1058,240
2,0,0,0,57,7451,43
1,2,0,0,58,1636,187
1,1,0,0,55,-308,781
2,2,1,0,37,153,221
0,2,0,0,34,0,183
1,1,1,0,45,1441,93
1,0,1,0,42,517,101
1,1,1,0,43,7973,100
0,2,1,0,35,1350,185
1,1,0,0,52,0,249
1,0,1,0,30,0,239
0,2,0,0,31,2480,107
0,2,0,0,25,58,139
0,2,0,0,31,44,95
0,1,1,0,58,-158,55
1,2,0,1,48,461,284
0,1,0,1,27,180,114
1,1,0,0,59,6888,1025
0,1,1,0,34,3773,287
1,0,1,0,54,45,142
0,1,1,1,28,-2,172
1,1,0,0,39,394,218
0,0,0,0,35,483,115
0,0,0,0,48,46,118
0,2,1,0,29,1273,44
0,1,1,0,40,956,83
2,2,0,0,60,380,219
1,1,1,0,25,77,220
1,1,0,0,34,1254,77
1,2,1,0,59,631,167
1,0,1,0,53,798,45
1,1,0,0,35,683,13
2,0,1,0,43,-70,124
1,1,0,0,42,2913,705
1,1,0,0,42,580,67
1,1,0,0,56,123,81
2,1,1,0,39,990,55
0,2,1,0,28,1984,147
1,0,0,0,34,277,68
0,1,1,1,31,210,166
1,2,0,0,52,-468,534
0,1,0,0,36,281,225
0,0,0,0,57,604,187
1,1,0,0,77,1208,72
0,1,0,1,32,26,110
1,1,1,0,46,1660,259
2,0,1,0,48,26,311
1,1,0,0,50,697,118
0,1,1,0,25,15,44
1,1,1,0,30,2191,157
1,1,0,0,49,112,97
0,1,1,1,28,576,158
1,1,1,0,43,34,96
0,1,1,0,32,6402,628
2,1,0,0,46,177,84
1,2,1,0,35,8,56
1,0,1,0,33,-81,267
0,2,0,1,22,104,509
1,1,0,0,44,1103,82
1,1,1,0,26,624,188
1,2,1,0,29,0,36
1,2,0,0,29,676,470
2,1,1,0,53,1467,124
0,2,0,0,33,176,112
0,2,0,0,36,1283,92
1,2,0,0,36,521,347
0,1,1,1,33,-371,221
1,1,0,0,58,116,580
2,2,1,0,34,5754,32
1,1,1,0,36,0,332
1,1,0,0,42,130,180
0,1,0,0,29,-205,194
0,1,0,0,24,1123,475
2,1,1,0,39,878,611
1,0,0,1,51,-272,121
1,0,1,0,42,1673,636
1,2,0,0,37,986,970
1,1,0,0,59,0,359
1,1,1,0,30,503,96
1,0,0,1,49,-354,455
1,1,0,0,27,5854,255
1,0,0,0,60,415,49
1,0,1,0,42,-97,216
1,1,1,1,41,1882,165
1,0,1,0,37,0,362
1,1,1,0,58,1025,199
1,1,1,1,49,913,178
1,0,1,0,50,458,116
1,1,0,0,34,1246,88
1,1,0,0,47,74,88
1,0,0,0,55,119,118
1,2,1,1,33,-886,103
1,0,1,0,33,142,136
1,0,1,0,39,1749,46
1,1,1,0,37,313,11
0,1,1,0,25,787,164
0,1,0,0,45,0,1487
1,0,1,0,43,289,284
0,1,1,0,31,131,151
0,1,0,0,26,0,165
1,2,0,0,57,350,87
0,1,0,1,41,1880,35
0,2,0,0,30,4889,545
1,1,0,0,61,1058,218
1,0,0,0,59,699,88
0,1,1,0,40,11,43
1,2,1,0,27,2729,218
1,2,0,0,61,175,79
1,0,1,0,48,283,383
2,2,0,0,46,624,336
1,2,0,0,57,1016,208
1,1,0,1,32,187,381
1,0,1,0,43,190,168
1,1,1,0,38,1,63
0,2,0,0,35,2749,127
1,1,1,0,34,467,195
1,2,1,0,32,396,319
1,1,1,0,28,337,450
1,1,0,0,58,8332,740
1,1,1,0,43,1943,202
1,1,0,0,46,0,61
2,0,0,1,42,145,27
2,2,0,0,45,2098,81
0,1,1,0,36,2151,134
0,1,1,0,34,1477,233
1,0,0,0,58,2547,174
0,1,1,0,36,198,496
2,1,1,1,52,1912,123
1,1,0,0,40,2,197
1,2,0,0,37,3556,268
1,1,1,0,51,121,122
1,1,0,1,41,188,15
0,1,1,0,43,469,181
1,2,1,0,30,32,122
1,1,0,0,61,523,211
0,1,0,0,29,2,85
0,2,1,0,52,-334,402
1,2,1,0,50,4904,438
1,0,1,0,29,1761,186
1,1,1,1,46,700,299
2,1,1,0,45,864,183
0,1,0,0,32,109,101
1,2,0,0,38,540,205
1,2,0,0,67,405,344
1,1,1,0,39,648,85
1,1,0,0,37,101,130
2,2,0,0,37,39,74
0,1,1,0,29,-37,182
2,1,1,0,57,1403,547
1,1,1,0,39,24,79
1,2,1,0,43,1751,146
1,0,1,0,57,0,62
1,2,1,0,31,357,104
0,2,1,0,34,2,60
1,2,1,0,41,67,814
2,1,1,0,46,1815,232
0,1,1,0,28,217,238
2,1,1,0,45,2353,435
0,1,0,1,38,258,587
1,0,0,0,46,4064,62
1,1,1,1,41,1836,139
2,2,1,0,56,401,26
2,1,0,0,46,865,117
0,2,0,0,26,170,129
1,2,0,0,30,141,166
1,1,1,0,41,235,181
0,1,1,0,25,53,313
1,2,0,0,39,508,431
0,1,1,0,28,-127,1044
1,1,1,1,46,1252,59
1,2,0,1,28,4064,93
0,2,1,0,26,251,12
0,2,0,0,30,5,476
1,2,1,0,39,2644,253
0,2,1,0,30,3967,534
0,0,0,0,47,289,210
0,1,1,0,32,135,232
0,1,1,0,27,317,16
2,2,0,1,43,2279,344
1,2,1,0,39,305,275
0,1,0,0,21,164,78
0,1,1,0,41,315,28
0,2,1,0,26,813,140
1,2,0,0,62,3371,187
1,1,0,0,60,358,74
0,1,0,0,32,486,1181
1,0,1,0,46,5442,115
1,1,1,0,48,-582,325
1,1,1,0,51,5885,172
1,1,0,0,56,819,55
1,2,0,0,58,5810,139
0,0,0,0,48,0,71
1,2,1,1,41,816,520
1,1,1,0,38,1407,169
1,1,1,0,29,368,16
0,2,0,0,47,86,253
1,0,0,0,48,788,36
0,1,1,0,25,216,175
1,1,1,0,36,301,210
0,1,1,0,35,-476,57
0,0,0,0,37,21,231
1,1,1,1,36,2061,53
1,2,0,0,69,482,478
1,1,0,1,29,544,97
1,0,1,0,30,554,89
1,2,0,0,55,223,273
0,0,1,0,45,116,16
0,0,0,0,44,10984,258
0,2,1,0,27,1414,95
1,0,1,0,33,511,304
1,0,1,0,47,556,147
1,2,1,0,54,-305,280
1,1,0,0,57,0,97
2,2,1,0,32,883,798
2,1,1,0,39,-349,611
0,1,0,1,50,-79,70
0,2,0,0,29,163,249
0,2,0,0,34,13014,738
0,1,1,0,21,66,31
1,1,1,0,50,517,420
1,1,0,0,43,1358,159
1,0,0,0,59,13836,733
1,1,0,0,47,2601,261
1,2,0,0,58,853,1149
0,1,0,0,31,2252,394
1,2,1,1,30,107,263
1,0,1,0,55,468,214
1,2,1,0,34,273,492
1,1,1,0,45,111,173
0,2,0,0,30,4210,796
1,0,1,1,55,159,184
0,1,1,0,34,258,131
0,1,0,1,43,2444,130
0,1,1,0,22,250,117
1,1,1,0,55,0,248
1,1,1,0,43,948,199
1,1,1,0,47,2149,241
1,0,1,0,55,1649,52
0,1,0,0,28,4465,769
1,1,0,0,39,211,53
1,0,0,0,57,6969,152
1,2,0,0,73,1843,106
0,1,0,0,36,310,115
1,2,1,0,45,0,134
0,1,1,0,37,0,147
1,2,0,0,50,469,161
0,1,1,1,29,13654,528
1,2,1,0,33,1301,184
1,1,1,0,30,-68,327
1,0,0,0,49,360,6
1,1,0,1,51,-799,1001
1,2,1,0,58,0,111
1,1,0,0,40,569,129
1,0,0,0,53,6181,817
1,1,1,1,47,2070,136
1,0,1,0,43,1892,378
1,2,1,0,56,6798,250
0,2,0,0,31,2592,349
0,2,0,0,26,1720,383
1,1,1,1,34,-331,342
1,2,1,0,41,108,210
2,2,1,0,47,697,139
1,1,1,0,35,97,135
0,1,0,0,28,230,118
2,2,1,1,35,771,110
1,1,1,0,46,922,576
1,2,0,0,34,158,278
0,1,0,0,36,365,643
1,1,1,1,49,177,90
2,1,0,0,40,172,421
1,1,0,0,69,0,666
1,0,0,0,70,579,82
1,2,0,0,35,3161,433
1,1,0,0,46,5681,43
0,1,1,0,26,0,610
1,1,0,0,42,4544,77
1,1,0,0,40,0,431
1,2,1,1,57,0,512
0,2,0,0,31,69,257
1,0,1,0,56,0,293
2,2,1,0,38,904,475
2,1,0,0,58,0,478
2,1,1,0,49,771,264
0,1,0,0,26,203,104
1,1,1,0,41,446,93
0,1,1,0,31,0,231
1,2,0,0,40,296,198
1,2,1,0,43,3530,470
2,2,0,0,38,4312,407
0,1,1,0,36,1228,303
2,1,1,0,36,246,206
0,2,0,0,35,75,122
1,1,0,0,47,644,54
1,0,1,0,50,65,11
1,1,1,0,47,1160,59
0,2,1,0,44,166,267
1,0,1,0,32,-148,326
0,1,0,1,29,210,140
1,0,0,0,52,959,694
0,1,0,0,30,-985,28
1,1,1,1,45,3092,180
1,2,0,0,77,7802,483
1,2,0,0,32,1423,1249
1,0,1,0,41,1356,50
1,2,0,0,40,0,41
2,1,1,0,51,7928,124
0,1,1,0,24,820,665
1,1,0,1,52,248,245
1,1,1,0,37,2697,430
0,1,1,0,30,23,137
2,0,1,0,42,5076,99
2,1,1,0,30,457,115
2,1,0,0,64,4833,247
2,0,1,0,49,112,79
1,1,0,1,44,-289,487
2,1,1,0,49,169,447
0,1,1,0,32,6,228
1,1,1,0,32,923,819
1,0,1,0,43,-120,46
0,1,0,0,34,859,829
1,2,0,0,54,5927,256
1,0,0,0,38,3195,244
1,0,0,0,49,1569,470
0,1,1,1,59,-423,84
1,2,1,0,55,926,309
1,1,1,0,39,186,114
1,1,1,1,32,883,59
1,0,0,0,57,1236,152
1,1,1,0,29,246,194
1,2,1,0,36,481,112
0,2,1,1,35,1104,95
1,1,0,0,38,4017,470
1,0,1,1,59,252,103
0,2,1,0,33,1439,178
1,1,1,0,35,1659,149
1,1,0,0,56,144,184
1,1,0,1,51,3,259
1,1,0,0,29,68,119
1,0,1,0,59,3062,87
1,2,0,0,39,1301,185
1,2,0,0,45,2552,149
1,1,0,0,42,-422,31
2,1,1,0,56,146,419
1,0,0,0,36,0,238
1,1,1,1,31,360,89
0,2,0,1,32,-98,157
1,1,0,0,46,1804,80
0,1,0,0,32,82,66
0,1,1,0,25,1116,119
1,1,1,0,35,-499,488
1,1,1,1,28,0,210
1,1,1,1,36,801,250
2,1,0,0,53,4554,8
0,1,0,0,26,1873,1013
1,0,0,0,48,4656,44
2,1,1,0,34,5934,82
1,2,1,1,51,3188,339
2,1,1,0,37,315,234
0,1,1,0,31,2484,562
2,0,1,0,49,0,468
1,2,1,0,38,-469,209
0,1,1,0,40,-227,161
0,2,0,0,29,1788,303
1,1,1,0,57,502,229
0,1,1,0,44,-210,73
1,1,0,0,49,1743,68
0,2,1,0,38,-145,54
2,1,1,0,48,771,133
1,2,1,0,33,0,57
1,1,0,0,36,134,98
0,0,1,0,32,3595,171
1,1,1,0,42,376,15
2,0,0,0,45,942,362
1,1,1,0,43,0,131
1,0,0,1,54,8,116
1,1,1,1,32,2068,143
1,1,0,0,34,445,256
1,2,1,1,59,138,162
1,0,1,0,42,473,54
1,1,1,0,35,-87,1363
1,1,0,1,48,306,314
1,0,0,0,68,2398,352
0,2,1,0,30,136,152
1,1,0,0,59,1625,198
1,0,0,0,48,337,770
1,0,0,0,53,42,81
1,2,0,0,32,3154,126
1,1,1,0,37,1543,298
0,2,0,0,26,15,116
1,2,1,0,31,322,159
1,0,1,0,49,126,184
1,1,1,0,53,1296,115
2,1,0,0,59,44134,117
0,2,0,0,37,556,200
0,1,0,0,36,3457,103
1,2,0,0,50,6181,1162
1,2,0,0,35,2793,258
1,1,1,0,41,1535,261
0,1,1,0,31,0,150
1,1,1,0,33,-6,566
0,1,0,0,28,1363,79
1,1,1,0,29,416,1118
1,0,1,1,33,359,158
1,1,1,0,53,1570,29
0,2,1,1,32,1,411
0,1,0,0,33,894,509
1,1,1,0,30,1099,232
1,1,0,0,55,3948,266
1,0,0,0,59,249,432
1,1,0,1,40,2621,607
1,1,0,1,35,-116,339
1,1,0,0,45,49,65
0,2,1,0,28,224,567
0,1,0,0,32,1581,331
0,1,1,0,57,137,91
1,2,0,0,36,2687,58
2,1,1,1,40,399,166
1,1,1,0,51,3180,384
1,1,0,0,36,134,98
0,0,0,0,32,33,118
1,2,0,0,47,12276,77
0,1,0,0,54,8289,133
0,1,0,0,47,15,181
1,1,1,1,30,152,213
0,0,1,0,37,554,74
1,2,0,1,26,17,522
0,1,1,0,45,2762,18
1,2,0,0,44,178,126
0,2,0,0,31,498,264
1,1,0,0,56,230,73
0,2,1,0,31,734,295
1,1,1,0,45,827,319
2,2,0,0,33,47,47
1,0,1,1,58,1310,1226
0,1,0,0,26,4146,628
1,2,1,0,45,740,158
1,1,0,0,47,2383,529
0,1,0,0,38,185,360
1,2,0,0,39,2666,96
0,1,1,0,39,12,500
1,1,0,0,45,858,617
1,1,0,0,59,184,163
2,0,0,0,54,8180,312
2,1,0,0,69,4189,138
2,2,1,1,34,800,309
1,1,1,0,46,-220,203
1,0,0,0,52,0,179
1,1,0,0,59,259,224
1,1,1,0,37,589,335
0,1,0,0,26,206,89
1,0,1,0,54,316,240
1,0,1,0,42,4279,97
0,0,1,1,28,348,305
1,1,1,1,58,2,282
1,1,0,0,50,326,157
1,0,1,0,42,244,403
0,1,1,0,45,-88,131
0,2,0,0,34,0,427
1,2,1,1,58,0,304
0,1,1,0,45,1757,1010
0,2,1,0,35,7546,255
0,1,1,0,37,61,182
1,1,0,0,30,42,140
1,2,0,0,58,5087,252
2,1,1,1,32,-331,130
1,2,0,0,58,12322,306
2,2,1,0,31,256,873
0,2,0,0,29,19,268
1,1,1,0,49,2420,19
0,1,0,0,36,528,225
1,2,0,0,48,567,20
1,1,1,1,39,167,330
1,1,1,1,37,1047,151
0,1,0,0,32,2706,462
0,2,0,0,30,2539,199
1,2,1,0,47,24312,187
0,1,1,0,37,2657,295
0,2,1,0,39,2454,716
0,1,0,0,25,594,89
0,0,0,0,30,395,429
0,2,0,0,47,178,17
1,0,0,1,56,161,121
1,2,1,0,37,620,93
2,1,0,0,39,8,1028
1,1,1,0,47,536,778
1,1,1,0,39,1970,30
0,1,1,0,44,1195,187
0,1,0,0,32,35,199
2,0,0,0,38,188,597
1,0,1,0,57,-64,147
0,2,1,0,54,4393,1297
2,1,1,0,32,0,540
1,1,1,1,42,529,193
1,0,1,1,47,1375,218
1,2,0,0,33,1390,92
1,1,0,0,56,58932,339
0,2,0,1,32,1344,63
2,2,0,0,34,0,123
1,1,1,0,50,0,88
0,1,0,0,29,873,41
1,0,0,0,44,4,327
1,1,0,0,42,165,169
1,1,1,1,60,42,386
0,2,0,0,71,1285,195
0,2,0,0,51,2139,176
0,1,1,0,39,885,70
1,2,0,0,57,10583,295
1,0,0,1,56,1906,45
1,2,1,0,40,12409,196
2,2,1,0,32,1,399
1,0,0,1,47,20,564
1,1,1,0,34,1183,575
1,1,0,0,46,15120,27
1,1,0,1,35,1067,179
1,1,1,0,30,817,180
1,2,0,1,52,7,175
0,2,1,0,35,644,120
1,1,0,0,40,0,96
0,1,1,0,30,0,131
1,1,0,0,60,2058,48
1,2,0,0,40,324,208
1,0,0,0,45,186,554
1,1,1,0,31,604,394
1,1,0,0,47,368,403
0,2,0,0,46,4414,504
1,2,0,0,47,600,290
0,1,1,1,30,726,109
1,1,0,0,60,2722,506
0,2,1,0,32,616,186
2,1,0,0,47,129,110
1,1,1,0,42,250,247
0,1,1,0,33,371,1128
1,1,0,0,58,771,126
0,1,1,0,37,1012,218
1,1,1,0,31,873,145
0,1,1,0,35,399,496
0,2,0,0,30,13,21
0,1,1,0,34,297,407
1,1,1,1,34,2173,370
1,0,1,0,40,46,119
1,0,0,0,71,10394,411
0,1,0,1,30,-232,118
1,2,0,0,37,223,24
0,2,0,0,30,938,172
0,1,0,0,54,23,93
1,1,1,0,33,6227,76
1,1,0,0,51,193,146
1,1,0,0,39,215,1141
0,2,0,1,26,0,145
2,1,1,1,49,7,50
1,0,1,0,59,4387,73
0,1,1,0,29,391,166
1,1,1,0,30,702,573
1,0,1,0,52,4793,61
1,1,1,0,34,0,79
1,2,0,0,34,1352,265
1,1,0,1,30,123,66
1,1,1,0,33,7,32
1,2,0,0,54,11246,122
1,1,1,0,43,8541,259
2,1,1,0,41,348,233
1,1,1,0,39,1965,65
1,1,1,0,53,913,213
1,2,0,0,31,-253,220
1,1,0,0,40,11084,113
1,1,0,0,29,3310,344
2,0,1,0,34,390,372
0,1,1,0,44,184,196
2,1,0,0,54,550,131
1,1,1,0,42,445,67
1,0,0,0,33,0,139
0,2,0,0,30,19796,41
1,1,1,0,32,1914,532
1,2,1,0,37,0,59
1,0,1,0,46,2313,788
0,1,1,0,32,184,230
2,1,1,0,40,0,21
0,1,0,0,33,635,124
1,1,0,1,48,504,227
1,2,0,0,32,500,151
1,1,1,0,37,-421,183
2,1,1,1,42,1261,272
0,1,1,0,35,4645,502
2,2,1,0,37,-42,668
1,2,1,0,45,7620,85
1,2,1,0,32,2458,77
2,1,0,1,57,24,407
1,1,1,1,34,270,159
2,2,1,0,39,155,20
1,2,1,0,34,2657,159
1,2,1,0,34,65,544
1,1,1,0,28,131,147
2,1,1,0,38,661,160
1,1,0,0,36,-393,119
1,2,0,0,43,143,101
1,2,0,0,36,2012,188
0,0,0,0,28,236,460
1,1,0,0,41,1245,140
0,2,1,0,33,475,1046
1,2,0,0,37,555,104
2,0,1,0,53,1443,476
2,2,0,0,32,267,128
1,0,0,0,46,3512,175
0,2,0,0,34,5452,96
1,1,0,0,51,806,32
1,1,0,0,43,584,27
1,2,1,0,33,4984,181
